priority_rank,review_wave,review_reason,cnpj_emissor,nome_emissor,setor_n1,setor_n2,confidence,linhas_oferta,volume_total_registrado,volume_encerrado_conservador,platform_coverage_level,classification_evidence,expected_primary_docs,review_goal,cnpj,regulamento_count,document_count_total,latest_regulamento_file,latest_regulamento_date,pdf_extraction_status,setor_n1_document,setor_n2_document,setor_n1_final,setor_n2_final,feature_hits_count,feature_hits_share,subordination_main_pct,monocedente_or_multicedente,concentrated_or_pulverized_debtors,manual_review_status
1,Onda 1 - top 50 por volume,confianca_media_alto_volume,63662224000189,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Crédito PF,Auto/Veículos,media,1,3000000000.0,3000000000.0,sem_curadoria_local,nome_emissor: regex `\bAUTO\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63662224000189,4.0,8.0,data/raw/63662224000189/1059307_regulamento_regulamento_1059307_2025-12-10_2025-12-10.pdf,2025-12-10,cache,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
630,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,59448501000188,ALCAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,3,10000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,59448501000188,0.0,2.0,,,sem_regulamento,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,sem_documento_local
631,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54985529000130,SBG II Fundo de Investimento em Direitos Creditórios,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,54985529000130,1.0,5.0,data/raw/54985529000130/653663_regulamento_regulamento_653663_2024-05-03_2024-05-03.pdf,2024-05-03,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
632,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,61220673000141,VISION FIDC - CREDITOS EM RECUPERACAO JUDICIAL - RESP LIMITADA,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,61220673000141,3.0,7.0,data/raw/61220673000141/1021203_regulamento_regulamento_1021203_2025-10-22_2025-10-22.pdf,2025-10-22,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,10.0,0.7142857142857143,,indeterminado,indeterminado,triagem_documental_forte
633,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,61263184000177,VB II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,61263184000177,2.0,5.0,data/raw/61263184000177/1068425_regulamento_regulamento_1068425_2025-12-22_2025-12-22.pdf,2025-12-22,ok,Imobiliário,Imobiliário,Imobiliário,Imobiliário,10.0,0.7142857142857143,,cedente_nomeado,devedor_nomeado,triagem_documental_forte
634,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,63884884000104,Ímpar Seguralta Fundo de Investimento em Direitos Creditórios Comissões de Serviços,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63884884000104,4.0,7.0,data/raw/63884884000104/1109376_regulamento_regulamento_1109376_2026-02-11_2026-02-11.pdf,2026-02-11,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,9.0,0.6428571428571429,,indeterminado,devedor_nomeado,regulamento_lido_heuristico
635,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,64191967000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ERFOLG PARANAPANEMA CREDITOS PUBLICOS RESP LIMITADA,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,64191967000180,3.0,11.0,data/raw/64191967000180/1093752_regulamento_regulamento_1093752_2026-01-27_2026-01-27.pdf,2026-01-27,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,11.0,0.7857142857142857,,indeterminado,concentrado,triagem_documental_forte
636,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,64415486000101,MURALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,64415486000101,3.0,8.0,data/raw/64415486000101/1161519_regulamento_regulamento_1161519_2026-04-14_2026-04-14.pdf,2026-04-14,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,8.0,0.5714285714285714,,indeterminado,indeterminado,regulamento_lido_heuristico
637,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,66931093000186,AVALON FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,66931093000186,1.0,3.0,data/raw/66931093000186/1202683_regulamento_regulamento_1202683_2026-05-21_2026-05-21.pdf,2026-05-21,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,10.0,0.7142857142857143,,cedente_nomeado,concentrado,triagem_documental_forte
638,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,66940344000199,HIGH BRAVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,66940344000199,1.0,3.0,data/raw/66940344000199/1207413_regulamento_regulamento_1207413_2026-05-20_2026-05-20.pdf,2026-05-20,ok,Crédito PJ,CCB/Notas comerciais/Capital de giro,Crédito PJ,CCB/Notas comerciais/Capital de giro,12.0,0.8571428571428571,,indeterminado,indeterminado,triagem_documental_forte
639,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55348414000106,AMARILIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55348414000106,1.0,4.0,data/raw/55348414000106/674872_regulamento_regulamento_674872_2024-05-31_2024-05-31.pdf,2024-05-31,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,10.0,0.7142857142857143,,indeterminado,indeterminado,triagem_documental_forte
640,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55481003000186,VB1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55481003000186,7.0,18.0,data/raw/55481003000186/1127416_regulamento_regulamento_1127416_2026-03-03_2026-03-03.pdf,2026-03-03,ok,Imobiliário,Imobiliário,Imobiliário,Imobiliário,10.0,0.7142857142857143,,cedente_nomeado,devedor_nomeado,triagem_documental_forte
641,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54965252000184,KRENAK FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,54965252000184,1.0,2.0,data/raw/54965252000184/710887_regulamento_regulamento_710887_2024-04-26_2024-04-26.pdf,2024-04-26,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,8.0,0.5714285714285714,,multicedente,indeterminado,regulamento_lido_heuristico
642,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,49087632000123,SALVADOR CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,49087632000123,8.0,13.0,data/raw/49087632000123/995350_regulamento_regulamento_995350_2025-09-17_2025-09-17.pdf,2025-09-17,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,8.0,0.5714285714285714,,monocedente,concentrado,regulamento_lido_heuristico
643,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,10756703000106,KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,10756703000106,18.0,18.0,data/raw/10756703000106/1167306_regulamento_regulamento_1167306_2026-04-20_2026-04-20.pdf,2026-04-20,ok,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,10.0,0.7142857142857143,,cedente_nomeado,indeterminado,triagem_documental_forte
644,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,31771948000174,VLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,31771948000174,4.0,11.0,data/raw/31771948000174/796422_regulamento_regulamento_796422_2024-12-09_2024-12-09.pdf,2024-12-09,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,9.0,0.6428571428571429,,indeterminado,indeterminado,regulamento_lido_heuristico
645,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,32287737000123,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,32287737000123,18.0,18.0,data/raw/32287737000123/1180170_regulamento_regulamento_1180170_2026-04-23_2026-04-23.pdf,2026-04-23,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,13.0,0.9285714285714286,,cedente_nomeado,indeterminado,triagem_documental_forte
646,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,38440284000100,CANAL 75 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,38440284000100,11.0,18.0,data/raw/38440284000100/847128_regulamento_regulamento_847128_2025-02-24_2025-02-24.pdf,2025-02-24,ok,Crédito PF,Consignado/INSS,Crédito PF,Consignado/INSS,10.0,0.7142857142857143,,cedente_nomeado,indeterminado,triagem_documental_forte
647,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,42627753000171,LB FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,42627753000171,8.0,12.0,data/raw/42627753000171/771520_regulamento_regulamento_771520_2024-10-30_2024-10-30.pdf,2024-10-30,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,10.0,0.7142857142857143,,indeterminado,indeterminado,triagem_documental_forte
648,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,53323357000177,EMBRAPREC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,53323357000177,12.0,16.0,data/raw/53323357000177/1152524_regulamento_regulamento_1152524_2026-03-30_2026-03-30.pdf,2026-03-30,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,10.0,0.7142857142857143,,monocedente,indeterminado,triagem_documental_forte
649,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,43076377000137,MAX FINANCEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,43076377000137,3.0,3.0,data/raw/43076377000137/733629_regulamento_regulamento_733629_2024-09-02_2024-09-02.pdf,2024-09-02,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,8.0,0.5714285714285714,,multicedente,indeterminado,regulamento_lido_heuristico
650,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,49617028000161,CREDITCORP BIOLAB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,49617028000161,3.0,4.0,data/raw/49617028000161/675392_regulamento_regulamento_675392_2024-05-03_2024-05-03.pdf,2024-05-03,ok,Infra/Energia,Energia/infra,Infra/Energia,Energia/infra,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
651,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,49853069000157,INTERTRADE FUNDO DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,49853069000157,10.0,13.0,data/raw/49853069000157/794799_regulamento_regulamento_794799_2024-12-04_2024-12-04.pdf,2024-12-04,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,4.0,0.2857142857142857,,monocedente,pulverizado,regulamento_lido_heuristico
652,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,50153414000129,INVESTMACH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FIDC,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,50153414000129,6.0,10.0,data/raw/50153414000129/1214139_regulamento_regulamento_1214139_2026-05-28_2026-05-28.pdf,2026-05-28,ok,Judicial/Precatórios/NPL,Não padronizado/NPL,Judicial/Precatórios/NPL,Não padronizado/NPL,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
653,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,52649689000183,CITRINO TEMPO CAPTOR (CTC) FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,10000000.0,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,52649689000183,11.0,18.0,data/raw/52649689000183/793043_regulamento_regulamento_793043_2024-12-02_2024-12-02.pdf,2024-12-02,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,5.0,0.35714285714285715,,monocedente,indeterminado,regulamento_lido_heuristico
654,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,52997828000160,USECORP CATÁLISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO COMERCIAL DE RESP LIMITADA,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,52997828000160,11.0,18.0,data/raw/52997828000160/1185212_regulamento_regulamento_1185212_2026-05-11_2026-05-11.pdf,2026-05-11,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,11.0,0.7857142857142857,,indeterminado,concentrado,triagem_documental_forte
655,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,53272875000109,EL CHALTÉN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,10000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,53272875000109,0.0,4.0,,,sem_regulamento,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,sem_documento_local
656,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,35754011000141,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PORTO DESAP -RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,3,9700000.01,7700000.01,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,35754011000141,10.0,17.0,data/raw/35754011000141/785712_regulamento_regulamento_785712_2024-11-18_2024-11-18.pdf,2024-11-18,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,1.0,0.07142857142857142,,cedente_nomeado,indeterminado,regulamento_lido_heuristico
657,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,57074997000141,4 ILHAS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,3,9000000.0,4000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,57074997000141,7.0,17.0,data/raw/57074997000141/1144331_regulamento_regulamento_1144331_2026-03-25_2026-03-25.pdf,2026-03-25,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,10.0,0.7142857142857143,,cedente_nomeado,indeterminado,triagem_documental_forte
658,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,37054545000190,AGROHUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,8000003.48,8000003.48,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,37054545000190,1.0,6.0,data/raw/37054545000190/676978_regulamento_regulamento_676978_2024-05-21_2024-05-21.pdf,2024-05-21,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
659,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,60762129000169,NEOWISE FEEDER I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,8000000.03,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,60762129000169,3.0,11.0,data/raw/60762129000169/997497_regulamento_regulamento_997497_2025-09-19_2025-09-19.pdf,2025-09-19,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,6.0,0.42857142857142855,,indeterminado,indeterminado,regulamento_lido_heuristico
660,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55411764000161,OPENSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,8000000.0,8000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55411764000161,1.0,5.0,data/raw/55411764000161/677563_regulamento_regulamento_677563_2024-06-05_2024-06-05.pdf,2024-06-05,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
661,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,51919474000172,ARMORCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,7700000.08,7700000.08,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,51919474000172,8.0,18.0,data/raw/51919474000172/954531_regulamento_regulamento_954531_2025-07-28_2025-07-28.pdf,2025-07-28,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,9.0,0.6428571428571429,,indeterminado,indeterminado,regulamento_lido_heuristico
662,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,35476474000199,CENTRAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,2,7700000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,35476474000199,3.0,5.0,data/raw/35476474000199/619458_regulamento_regulamento_619458_2024-03-11_2024-03-11.pdf,2024-03-11,ok,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,10.0,0.7142857142857143,,multicedente,indeterminado,triagem_documental_forte
